"statefip","stateabbrev","area","MSAname","countyfip","county_town_name"
"39","OH","3900002","North Northeastern Ohio nonmetropolitan area (noncontiguous)","033","Crawford County"
"39","OH","17410","Cleveland, OH","035","Cuyahoga County"
"39","OH","3900001","West Northwestern Ohio nonmetropolitan area","037","Darke County"
"39","OH","3900001","West Northwestern Ohio nonmetropolitan area","039","Defiance County"
"39","OH","18140","Columbus, OH","041","Delaware County"
"39","OH","41780","Sandusky, OH","043","Erie County"
"39","OH","18140","Columbus, OH","045","Fairfield County"
"39","OH","3900004","Southern Ohio nonmetropolitan area","047","Fayette County"
"39","OH","18140","Columbus, OH","049","Franklin County"
"39","OH","45780","Toledo, OH","051","Fulton County"
"39","OH","3900004","Southern Ohio nonmetropolitan area","053","Gallia County"
"39","OH","17410","Cleveland, OH","055","Geauga County"
"39","OH","19430","Dayton-Kettering-Beavercreek, OH","057","Greene County"
"39","OH","3900003","Eastern Ohio nonmetropolitan area","059","Guernsey County"
"39","OH","17140","Cincinnati, OH-KY-IN","061","Hamilton County"
"39","OH","3900001","West Northwestern Ohio nonmetropolitan area","063","Hancock County"
"39","OH","3900001","West Northwestern Ohio nonmetropolitan area","065","Hardin County"
"39","OH","3900003","Eastern Ohio nonmetropolitan area","067","Harrison County"
"39","OH","3900001","West Northwestern Ohio nonmetropolitan area","069","Henry County"
"39","OH","3900004","Southern Ohio nonmetropolitan area","071","Highland County"
"39","OH","18140","Columbus, OH","073","Hocking County"
"39","OH","3900002","North Northeastern Ohio nonmetropolitan area (noncontiguous)","075","Holmes County"
"39","OH","3900002","North Northeastern Ohio nonmetropolitan area (noncontiguous)","077","Huron County"
"39","OH","3900004","Southern Ohio nonmetropolitan area","079","Jackson County"
"39","OH","48260","Weirton-Steubenville, WV-OH","081","Jefferson County"
"39","OH","3900002","North Northeastern Ohio nonmetropolitan area (noncontiguous)","083","Knox County"
"39","OH","17410","Cleveland, OH","085","Lake County"
"39","OH","26580","Huntington-Ashland, WV-KY-OH","087","Lawrence County"
"39","OH","18140","Columbus, OH","089","Licking County"
"39","OH","3900001","West Northwestern Ohio nonmetropolitan area","091","Logan County"
"39","OH","17410","Cleveland, OH","093","Lorain County"
"39","OH","45780","Toledo, OH","095","Lucas County"
"39","OH","18140","Columbus, OH","097","Madison County"
"39","OH","49660","Youngstown-Warren, OH","099","Mahoning County"
"39","OH","3900002","North Northeastern Ohio nonmetropolitan area (noncontiguous)","101","Marion County"
"39","OH","17410","Cleveland, OH","103","Medina County"
"39","OH","3900004","Southern Ohio nonmetropolitan area","105","Meigs County"
"39","OH","3900001","West Northwestern Ohio nonmetropolitan area","107","Mercer County"
"39","OH","19430","Dayton-Kettering-Beavercreek, OH","109","Miami County"
"39","OH","3900003","Eastern Ohio nonmetropolitan area","111","Monroe County"
"39","OH","19430","Dayton-Kettering-Beavercreek, OH","113","Montgomery County"
"39","OH","3900003","Eastern Ohio nonmetropolitan area","115","Morgan County"
"39","OH","18140","Columbus, OH","117","Morrow County"
"39","OH","3900003","Eastern Ohio nonmetropolitan area","119","Muskingum County"
"39","OH","3900003","Eastern Ohio nonmetropolitan area","121","Noble County"
"39","OH","41780","Sandusky, OH","123","Ottawa County"
"39","OH","3900001","West Northwestern Ohio nonmetropolitan area","125","Paulding County"
"39","OH","18140","Columbus, OH","127","Perry County"
"39","OH","18140","Columbus, OH","129","Pickaway County"
"39","OH","3900004","Southern Ohio nonmetropolitan area","131","Pike County"
"39","OH","10420","Akron, OH","133","Portage County"
"39","OH","3900001","West Northwestern Ohio nonmetropolitan area","135","Preble County"
"39","OH","3900001","West Northwestern Ohio nonmetropolitan area","137","Putnam County"
"39","OH","31900","Mansfield, OH","139","Richland County"
"39","OH","3900004","Southern Ohio nonmetropolitan area","141","Ross County"
"39","OH","3900002","North Northeastern Ohio nonmetropolitan area (noncontiguous)","143","Sandusky County"
"39","OH","3900004","Southern Ohio nonmetropolitan area","145","Scioto County"
"39","OH","3900002","North Northeastern Ohio nonmetropolitan area (noncontiguous)","147","Seneca County"
"39","OH","3900001","West Northwestern Ohio nonmetropolitan area","149","Shelby County"
"39","OH","15940","Canton-Massillon, OH","151","Stark County"
"39","OH","10420","Akron, OH","153","Summit County"
"39","OH","49660","Youngstown-Warren, OH","155","Trumbull County"
"39","OH","3900003","Eastern Ohio nonmetropolitan area","157","Tuscarawas County"
"39","OH","18140","Columbus, OH","159","Union County"
"39","OH","3900001","West Northwestern Ohio nonmetropolitan area","161","Van Wert County"
"39","OH","3900004","Southern Ohio nonmetropolitan area","163","Vinton County"
"39","OH","17140","Cincinnati, OH-KY-IN","165","Warren County"
"39","OH","3900003","Eastern Ohio nonmetropolitan area","167","Washington County"
"39","OH","3900002","North Northeastern Ohio nonmetropolitan area (noncontiguous)","169","Wayne County"
"39","OH","3900001","West Northwestern Ohio nonmetropolitan area","171","Williams County"
"39","OH","45780","Toledo, OH","173","Wood County"
"39","OH","3900002","North Northeastern Ohio nonmetropolitan area (noncontiguous)","175","Wyandot County"
"40","OK","4000001","Northeast Oklahoma nonmetropolitan area","001","Adair County"
"40","OK","4000002","Northwest Oklahoma nonmetropolitan area","003","Alfalfa County"
"40","OK","4000004","Southeast Oklahoma nonmetropolitan area","005","Atoka County"
"40","OK","4000002","Northwest Oklahoma nonmetropolitan area","007","Beaver County"
"40","OK","4000003","Southwest Oklahoma nonmetropolitan area","009","Beckham County"
"40","OK","4000002","Northwest Oklahoma nonmetropolitan area","011","Blaine County"
"40","OK","4000004","Southeast Oklahoma nonmetropolitan area","013","Bryan County"
"40","OK","4000003","Southwest Oklahoma nonmetropolitan area","015","Caddo County"
"40","OK","36420","Oklahoma City, OK","017","Canadian County"
"40","OK","4000004","Southeast Oklahoma nonmetropolitan area","019","Carter County"
"40","OK","4000001","Northeast Oklahoma nonmetropolitan area","021","Cherokee County"
"40","OK","4000004","Southeast Oklahoma nonmetropolitan area","023","Choctaw County"
"40","OK","4000002","Northwest Oklahoma nonmetropolitan area","025","Cimarron County"
"40","OK","36420","Oklahoma City, OK","027","Cleveland County"
"40","OK","4000004","Southeast Oklahoma nonmetropolitan area","029","Coal County"
"40","OK","30020","Lawton, OK","031","Comanche County"
"40","OK","30020","Lawton, OK","033","Cotton County"
"40","OK","4000001","Northeast Oklahoma nonmetropolitan area","035","Craig County"
"40","OK","46140","Tulsa, OK","037","Creek County"
"40","OK","4000003","Southwest Oklahoma nonmetropolitan area","039","Custer County"
"40","OK","4000001","Northeast Oklahoma nonmetropolitan area","041","Delaware County"
"40","OK","4000002","Northwest Oklahoma nonmetropolitan area","043","Dewey County"
"40","OK","4000002","Northwest Oklahoma nonmetropolitan area","045","Ellis County"
"40","OK","21420","Enid, OK","047","Garfield County"
"40","OK","4000004","Southeast Oklahoma nonmetropolitan area","049","Garvin County"
"40","OK","36420","Oklahoma City, OK","051","Grady County"
"40","OK","4000002","Northwest Oklahoma nonmetropolitan area","053","Grant County"
"40","OK","4000003","Southwest Oklahoma nonmetropolitan area","055","Greer County"
"40","OK","4000003","Southwest Oklahoma nonmetropolitan area","057","Harmon County"
"40","OK","4000002","Northwest Oklahoma nonmetropolitan area","059","Harper County"
"40","OK","4000004","Southeast Oklahoma nonmetropolitan area","061","Haskell County"
"40","OK","4000004","Southeast Oklahoma nonmetropolitan area","063","Hughes County"
"40","OK","4000003","Southwest Oklahoma nonmetropolitan area","065","Jackson County"
"40","OK","4000003","Southwest Oklahoma nonmetropolitan area","067","Jefferson County"
"40","OK","4000004","Southeast Oklahoma nonmetropolitan area","069","Johnston County"
"40","OK","4000002","Northwest Oklahoma nonmetropolitan area","071","Kay County"
"40","OK","4000002","Northwest Oklahoma nonmetropolitan area","073","Kingfisher County"
"40","OK","4000003","Southwest Oklahoma nonmetropolitan area","075","Kiowa County"
"40","OK","4000004","Southeast Oklahoma nonmetropolitan area","077","Latimer County"
"40","OK","4000004","Southeast Oklahoma nonmetropolitan area","079","Le Flore County"
"40","OK","36420","Oklahoma City, OK","081","Lincoln County"
"40","OK","36420","Oklahoma City, OK","083","Logan County"
"40","OK","4000004","Southeast Oklahoma nonmetropolitan area","085","Love County"
"40","OK","36420","Oklahoma City, OK","087","McClain County"
"40","OK","4000004","Southeast Oklahoma nonmetropolitan area","089","McCurtain County"
"40","OK","4000001","Northeast Oklahoma nonmetropolitan area","091","McIntosh County"
"40","OK","4000002","Northwest Oklahoma nonmetropolitan area","093","Major County"
"40","OK","4000004","Southeast Oklahoma nonmetropolitan area","095","Marshall County"
"40","OK","4000001","Northeast Oklahoma nonmetropolitan area","097","Mayes County"
"40","OK","4000004","Southeast Oklahoma nonmetropolitan area","099","Murray County"
"40","OK","4000001","Northeast Oklahoma nonmetropolitan area","101","Muskogee County"
"40","OK","4000002","Northwest Oklahoma nonmetropolitan area","103","Noble County"
"40","OK","4000001","Northeast Oklahoma nonmetropolitan area","105","Nowata County"
"40","OK","4000001","Northeast Oklahoma nonmetropolitan area","107","Okfuskee County"
"40","OK","36420","Oklahoma City, OK","109","Oklahoma County"
"40","OK","46140","Tulsa, OK","111","Okmulgee County"
"40","OK","46140","Tulsa, OK","113","Osage County"
"40","OK","4000001","Northeast Oklahoma nonmetropolitan area","115","Ottawa County"
"40","OK","46140","Tulsa, OK","117","Pawnee County"
"40","OK","4000002","Northwest Oklahoma nonmetropolitan area","119","Payne County"
"40","OK","4000004","Southeast Oklahoma nonmetropolitan area","121","Pittsburg County"
"40","OK","4000004","Southeast Oklahoma nonmetropolitan area","123","Pontotoc County"
"40","OK","4000004","Southeast Oklahoma nonmetropolitan area","125","Pottawatomie County"
"40","OK","4000004","Southeast Oklahoma nonmetropolitan area","127","Pushmataha County"
"40","OK","4000003","Southwest Oklahoma nonmetropolitan area","129","Roger Mills County"
"40","OK","46140","Tulsa, OK","131","Rogers County"
"40","OK","4000004","Southeast Oklahoma nonmetropolitan area","133","Seminole County"
"40","OK","22900","Fort Smith, AR-OK","135","Sequoyah County"
"40","OK","4000003","Southwest Oklahoma nonmetropolitan area","137","Stephens County"
"40","OK","4000002","Northwest Oklahoma nonmetropolitan area","139","Texas County"
"40","OK","4000003","Southwest Oklahoma nonmetropolitan area","141","Tillman County"
"40","OK","46140","Tulsa, OK","143","Tulsa County"
"40","OK","46140","Tulsa, OK","145","Wagoner County"
"40","OK","4000001","Northeast Oklahoma nonmetropolitan area","147","Washington County"
"40","OK","4000003","Southwest Oklahoma nonmetropolitan area","149","Washita County"
"40","OK","4000002","Northwest Oklahoma nonmetropolitan area","151","Woods County"
"40","OK","4000002","Northwest Oklahoma nonmetropolitan area","153","Woodward County"
"41","OR","4100008","Eastern Oregon nonmetropolitan area","001","Baker County"
"41","OR","18700","Corvallis, OR","003","Benton County"
"41","OR","38900","Portland-Vancouver-Hillsboro, OR-WA","005","Clackamas County"
"41","OR","4100006","Coast Oregon nonmetropolitan area","007","Clatsop County"
"41","OR","38900","Portland-Vancouver-Hillsboro, OR-WA","009","Columbia County"
"41","OR","4100006","Coast Oregon nonmetropolitan area","011","Coos County"
"41","OR","13460","Bend, OR","013","Crook County"
"41","OR","4100006","Coast Oregon nonmetropolitan area","015","Curry County"
"41","OR","13460","Bend, OR","017","Deschutes County"
"41","OR","4100006","Coast Oregon nonmetropolitan area","019","Douglas County"
"41","OR","4100007","Central Oregon nonmetropolitan area","021","Gilliam County"
"41","OR","4100008","Eastern Oregon nonmetropolitan area","023","Grant County"
"41","OR","4100008","Eastern Oregon nonmetropolitan area","025","Harney County"
"41","OR","4100007","Central Oregon nonmetropolitan area","027","Hood River County"
"41","OR","32780","Medford, OR","029","Jackson County"
"41","OR","13460","Bend, OR","031","Jefferson County"
"41","OR","24420","Grants Pass, OR","033","Josephine County"
"41","OR","4100007","Central Oregon nonmetropolitan area","035","Klamath County"
"41","OR","4100007","Central Oregon nonmetropolitan area","037","Lake County"
"41","OR","21660","Eugene-Springfield, OR","039","Lane County"
"41","OR","4100006","Coast Oregon nonmetropolitan area","041","Lincoln County"
"41","OR","10540","Albany, OR","043","Linn County"
"41","OR","4100008","Eastern Oregon nonmetropolitan area","045","Malheur County"
"41","OR","41420","Salem, OR","047","Marion County"
"41","OR","4100008","Eastern Oregon nonmetropolitan area","049","Morrow County"
"41","OR","38900","Portland-Vancouver-Hillsboro, OR-WA","051","Multnomah County"
"41","OR","41420","Salem, OR","053","Polk County"
"41","OR","4100007","Central Oregon nonmetropolitan area","055","Sherman County"
"41","OR","4100006","Coast Oregon nonmetropolitan area","057","Tillamook County"
"41","OR","4100008","Eastern Oregon nonmetropolitan area","059","Umatilla County"
"41","OR","4100008","Eastern Oregon nonmetropolitan area","061","Union County"
"41","OR","4100008","Eastern Oregon nonmetropolitan area","063","Wallowa County"
"41","OR","4100007","Central Oregon nonmetropolitan area","065","Wasco County"
"41","OR","38900","Portland-Vancouver-Hillsboro, OR-WA","067","Washington County"
"41","OR","4100007","Central Oregon nonmetropolitan area","069","Wheeler County"
