"statefip","stateabbrev","area","MSAname","countyfip","county_town_name"
"31","NE","3100001","Northwest Nebraska nonmetropolitan area","017","Brown County"
"31","NE","3100006","South Nebraska nonmetropolitan area","019","Buffalo County"
"31","NE","3100003","Northeast Nebraska nonmetropolitan area","021","Burt County"
"31","NE","3100003","Northeast Nebraska nonmetropolitan area","023","Butler County"
"31","NE","36540","Omaha, NE-IA","025","Cass County"
"31","NE","3100003","Northeast Nebraska nonmetropolitan area","027","Cedar County"
"31","NE","3100006","South Nebraska nonmetropolitan area","029","Chase County"
"31","NE","3100006","South Nebraska nonmetropolitan area","031","Cherry County"
"31","NE","3100001","Northwest Nebraska nonmetropolitan area","033","Cheyenne County"
"31","NE","3100006","South Nebraska nonmetropolitan area","035","Clay County"
"31","NE","3100003","Northeast Nebraska nonmetropolitan area","037","Colfax County"
"31","NE","3100003","Northeast Nebraska nonmetropolitan area","039","Cuming County"
"31","NE","3100006","South Nebraska nonmetropolitan area","041","Custer County"
"31","NE","43580","Sioux City, IA-NE-SD","043","Dakota County"
"31","NE","3100001","Northwest Nebraska nonmetropolitan area","045","Dawes County"
"31","NE","3100006","South Nebraska nonmetropolitan area","047","Dawson County"
"31","NE","3100001","Northwest Nebraska nonmetropolitan area","049","Deuel County"
"31","NE","3100003","Northeast Nebraska nonmetropolitan area","051","Dixon County"
"31","NE","3100003","Northeast Nebraska nonmetropolitan area","053","Dodge County"
"31","NE","36540","Omaha, NE-IA","055","Douglas County"
"31","NE","3100006","South Nebraska nonmetropolitan area","057","Dundy County"
"31","NE","3100006","South Nebraska nonmetropolitan area","059","Fillmore County"
"31","NE","3100006","South Nebraska nonmetropolitan area","061","Franklin County"
"31","NE","3100006","South Nebraska nonmetropolitan area","063","Frontier County"
"31","NE","3100006","South Nebraska nonmetropolitan area","065","Furnas County"
"31","NE","3100006","South Nebraska nonmetropolitan area","067","Gage County"
"31","NE","3100001","Northwest Nebraska nonmetropolitan area","069","Garden County"
"31","NE","3100001","Northwest Nebraska nonmetropolitan area","071","Garfield County"
"31","NE","3100006","South Nebraska nonmetropolitan area","073","Gosper County"
"31","NE","3100006","South Nebraska nonmetropolitan area","075","Grant County"
"31","NE","3100006","South Nebraska nonmetropolitan area","077","Greeley County"
"31","NE","24260","Grand Island, NE","079","Hall County"
"31","NE","3100006","South Nebraska nonmetropolitan area","081","Hamilton County"
"31","NE","3100006","South Nebraska nonmetropolitan area","083","Harlan County"
"31","NE","3100006","South Nebraska nonmetropolitan area","085","Hayes County"
"31","NE","3100006","South Nebraska nonmetropolitan area","087","Hitchcock County"
"31","NE","3100001","Northwest Nebraska nonmetropolitan area","089","Holt County"
"31","NE","3100006","South Nebraska nonmetropolitan area","091","Hooker County"
"31","NE","24260","Grand Island, NE","093","Howard County"
"31","NE","3100006","South Nebraska nonmetropolitan area","095","Jefferson County"
"31","NE","3100006","South Nebraska nonmetropolitan area","097","Johnson County"
"31","NE","3100006","South Nebraska nonmetropolitan area","099","Kearney County"
"31","NE","3100006","South Nebraska nonmetropolitan area","101","Keith County"
"31","NE","3100001","Northwest Nebraska nonmetropolitan area","103","Keya Paha County"
"31","NE","3100001","Northwest Nebraska nonmetropolitan area","105","Kimball County"
"31","NE","3100003","Northeast Nebraska nonmetropolitan area","107","Knox County"
"31","NE","30700","Lincoln, NE","109","Lancaster County"
"31","NE","3100006","South Nebraska nonmetropolitan area","111","Lincoln County"
"31","NE","3100006","South Nebraska nonmetropolitan area","113","Logan County"
"31","NE","3100001","Northwest Nebraska nonmetropolitan area","115","Loup County"
"31","NE","3100006","South Nebraska nonmetropolitan area","117","McPherson County"
"31","NE","3100003","Northeast Nebraska nonmetropolitan area","119","Madison County"
"31","NE","24260","Grand Island, NE","121","Merrick County"
"31","NE","3100001","Northwest Nebraska nonmetropolitan area","123","Morrill County"
"31","NE","3100003","Northeast Nebraska nonmetropolitan area","125","Nance County"
"31","NE","3100006","South Nebraska nonmetropolitan area","127","Nemaha County"
"31","NE","3100006","South Nebraska nonmetropolitan area","129","Nuckolls County"
"31","NE","3100006","South Nebraska nonmetropolitan area","131","Otoe County"
"31","NE","3100006","South Nebraska nonmetropolitan area","133","Pawnee County"
"31","NE","3100006","South Nebraska nonmetropolitan area","135","Perkins County"
"31","NE","3100006","South Nebraska nonmetropolitan area","137","Phelps County"
"31","NE","3100003","Northeast Nebraska nonmetropolitan area","139","Pierce County"
"31","NE","3100003","Northeast Nebraska nonmetropolitan area","141","Platte County"
"31","NE","3100003","Northeast Nebraska nonmetropolitan area","143","Polk County"
"31","NE","3100006","South Nebraska nonmetropolitan area","145","Red Willow County"
"31","NE","3100006","South Nebraska nonmetropolitan area","147","Richardson County"
"31","NE","3100001","Northwest Nebraska nonmetropolitan area","149","Rock County"
"31","NE","3100006","South Nebraska nonmetropolitan area","151","Saline County"
"31","NE","36540","Omaha, NE-IA","153","Sarpy County"
"31","NE","36540","Omaha, NE-IA","155","Saunders County"
"31","NE","3100001","Northwest Nebraska nonmetropolitan area","157","Scotts Bluff County"
"31","NE","30700","Lincoln, NE","159","Seward County"
"31","NE","3100001","Northwest Nebraska nonmetropolitan area","161","Sheridan County"
"31","NE","3100006","South Nebraska nonmetropolitan area","163","Sherman County"
"31","NE","3100001","Northwest Nebraska nonmetropolitan area","165","Sioux County"
"31","NE","3100003","Northeast Nebraska nonmetropolitan area","167","Stanton County"
"31","NE","3100006","South Nebraska nonmetropolitan area","169","Thayer County"
"31","NE","3100006","South Nebraska nonmetropolitan area","171","Thomas County"
"31","NE","3100003","Northeast Nebraska nonmetropolitan area","173","Thurston County"
"31","NE","3100006","South Nebraska nonmetropolitan area","175","Valley County"
"31","NE","36540","Omaha, NE-IA","177","Washington County"
"31","NE","3100003","Northeast Nebraska nonmetropolitan area","179","Wayne County"
"31","NE","3100006","South Nebraska nonmetropolitan area","181","Webster County"
"31","NE","3100003","Northeast Nebraska nonmetropolitan area","183","Wheeler County"
"31","NE","3100006","South Nebraska nonmetropolitan area","185","York County"
"32","NV","3200006","Balance of Nevada nonmetropolitan area","001","Churchill County"
"32","NV","29820","Las Vegas-Henderson-North Las Vegas, NV","003","Clark County"
"32","NV","3200006","Balance of Nevada nonmetropolitan area","005","Douglas County"
"32","NV","3200006","Balance of Nevada nonmetropolitan area","007","Elko County"
"32","NV","3200006","Balance of Nevada nonmetropolitan area","009","Esmeralda County"
"32","NV","3200006","Balance of Nevada nonmetropolitan area","011","Eureka County"
"32","NV","3200006","Balance of Nevada nonmetropolitan area","013","Humboldt County"
"32","NV","3200006","Balance of Nevada nonmetropolitan area","015","Lander County"
"32","NV","3200006","Balance of Nevada nonmetropolitan area","017","Lincoln County"
"32","NV","39900","Reno, NV","019","Lyon County"
"32","NV","3200006","Balance of Nevada nonmetropolitan area","021","Mineral County"
"32","NV","3200006","Balance of Nevada nonmetropolitan area","023","Nye County"
"32","NV","3200006","Balance of Nevada nonmetropolitan area","027","Pershing County"
"32","NV","39900","Reno, NV","029","Storey County"
"32","NV","39900","Reno, NV","031","Washoe County"
"32","NV","3200006","Balance of Nevada nonmetropolitan area","033","White Pine County"
"32","NV","16180","Carson City, NV","510","Carson City"
"33","NH","3300002","Central New Hampshire nonmetropolitan area","001","Belknap County"
"33","NH","3300001","Northern New Hampshire nonmetropolitan area","003","Carroll County"
"33","NH","3300006","Southwestern New Hampshire nonmetropolitan area","005","Cheshire County"
"33","NH","3300001","Northern New Hampshire nonmetropolitan area","007","Coos County"
"33","NH","3300001","Northern New Hampshire nonmetropolitan area","009","Grafton County"
"33","NH","31700","Manchester-Nashua, NH","011","Hillsborough County"
"33","NH","3300002","Central New Hampshire nonmetropolitan area","013","Merrimack County"
"33","NH","14460","Boston-Cambridge-Newton, MA-NH","015","Rockingham County"
"33","NH","14460","Boston-Cambridge-Newton, MA-NH","017","Strafford County"
"33","NH","3300006","Southwestern New Hampshire nonmetropolitan area","019","Sullivan County"
"34","NJ","12100","Atlantic City-Hammonton, NJ","001","Atlantic County"
"34","NJ","35620","New York-Newark-Jersey City, NY-NJ","003","Bergen County"
"34","NJ","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","005","Burlington County"
"34","NJ","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","007","Camden County"
"34","NJ","12100","Atlantic City-Hammonton, NJ","009","Cape May County"
"34","NJ","47220","Vineland, NJ","011","Cumberland County"
"34","NJ","35620","New York-Newark-Jersey City, NY-NJ","013","Essex County"
"34","NJ","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","015","Gloucester County"
"34","NJ","35620","New York-Newark-Jersey City, NY-NJ","017","Hudson County"
"34","NJ","35620","New York-Newark-Jersey City, NY-NJ","019","Hunterdon County"
"34","NJ","45940","Trenton-Princeton, NJ","021","Mercer County"
"34","NJ","35620","New York-Newark-Jersey City, NY-NJ","023","Middlesex County"
"34","NJ","35620","New York-Newark-Jersey City, NY-NJ","025","Monmouth County"
"34","NJ","35620","New York-Newark-Jersey City, NY-NJ","027","Morris County"
"34","NJ","35620","New York-Newark-Jersey City, NY-NJ","029","Ocean County"
"34","NJ","35620","New York-Newark-Jersey City, NY-NJ","031","Passaic County"
"34","NJ","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","033","Salem County"
"34","NJ","35620","New York-Newark-Jersey City, NY-NJ","035","Somerset County"
"34","NJ","35620","New York-Newark-Jersey City, NY-NJ","037","Sussex County"
"34","NJ","35620","New York-Newark-Jersey City, NY-NJ","039","Union County"
"34","NJ","10900","Allentown-Bethlehem-Easton, PA-NJ","041","Warren County"
"35","NM","10740","Albuquerque, NM","001","Bernalillo County"
"35","NM","3500006","Northern New Mexico nonmetropolitan area","003","Catron County"
"35","NM","3500007","Eastern New Mexico nonmetropolitan area","005","Chaves County"
"35","NM","3500006","Northern New Mexico nonmetropolitan area","006","Cibola County"
"35","NM","3500006","Northern New Mexico nonmetropolitan area","007","Colfax County"
"35","NM","3500007","Eastern New Mexico nonmetropolitan area","009","Curry County"
"35","NM","3500007","Eastern New Mexico nonmetropolitan area","011","De Baca County"
"35","NM","29740","Las Cruces, NM","013","Dona Ana County"
"35","NM","3500007","Eastern New Mexico nonmetropolitan area","015","Eddy County"
"35","NM","3500007","Eastern New Mexico nonmetropolitan area","017","Grant County"
"35","NM","3500007","Eastern New Mexico nonmetropolitan area","019","Guadalupe County"
"35","NM","3500007","Eastern New Mexico nonmetropolitan area","021","Harding County"
"35","NM","3500007","Eastern New Mexico nonmetropolitan area","023","Hidalgo County"
"35","NM","3500007","Eastern New Mexico nonmetropolitan area","025","Lea County"
"35","NM","3500007","Eastern New Mexico nonmetropolitan area","027","Lincoln County"
"35","NM","3500006","Northern New Mexico nonmetropolitan area","028","Los Alamos County"
"35","NM","3500007","Eastern New Mexico nonmetropolitan area","029","Luna County"
"35","NM","3500006","Northern New Mexico nonmetropolitan area","031","McKinley County"
"35","NM","3500006","Northern New Mexico nonmetropolitan area","033","Mora County"
"35","NM","3500007","Eastern New Mexico nonmetropolitan area","035","Otero County"
"35","NM","3500007","Eastern New Mexico nonmetropolitan area","037","Quay County"
"35","NM","3500006","Northern New Mexico nonmetropolitan area","039","Rio Arriba County"
"35","NM","3500007","Eastern New Mexico nonmetropolitan area","041","Roosevelt County"
"35","NM","10740","Albuquerque, NM","043","Sandoval County"
"35","NM","22140","Farmington, NM","045","San Juan County"
"35","NM","3500006","Northern New Mexico nonmetropolitan area","047","San Miguel County"
"35","NM","42140","Santa Fe, NM","049","Santa Fe County"
"35","NM","3500007","Eastern New Mexico nonmetropolitan area","051","Sierra County"
"35","NM","3500007","Eastern New Mexico nonmetropolitan area","053","Socorro County"
"35","NM","3500006","Northern New Mexico nonmetropolitan area","055","Taos County"
"35","NM","10740","Albuquerque, NM","057","Torrance County"
"35","NM","3500007","Eastern New Mexico nonmetropolitan area","059","Union County"
"35","NM","10740","Albuquerque, NM","061","Valencia County"
"36","NY","10580","Albany-Schenectady-Troy, NY","001","Albany County"
"36","NY","3600004","Southwest New York nonmetropolitan area","003","Allegany County"
"36","NY","35620","New York-Newark-Jersey City, NY-NJ","005","Bronx County"
"36","NY","13780","Binghamton, NY","007","Broome County"
"36","NY","3600004","Southwest New York nonmetropolitan area","009","Cattaraugus County"
"36","NY","3600006","Central East New York nonmetropolitan area","011","Cayuga County"
"36","NY","3600004","Southwest New York nonmetropolitan area","013","Chautauqua County"
"36","NY","21300","Elmira, NY","015","Chemung County"
"36","NY","3600006","Central East New York nonmetropolitan area","017","Chenango County"
"36","NY","3600001","Capital/Northern New York nonmetropolitan area","019","Clinton County"
"36","NY","3600006","Central East New York nonmetropolitan area","021","Columbia County"
"36","NY","3600006","Central East New York nonmetropolitan area","023","Cortland County"
"36","NY","3600006","Central East New York nonmetropolitan area","025","Delaware County"
"36","NY","28880","Kiryas Joel-Poughkeepsie-Newburgh, NY","027","Dutchess County"
"36","NY","15380","Buffalo-Cheektowaga, NY","029","Erie County"
"36","NY","3600001","Capital/Northern New York nonmetropolitan area","031","Essex County"
"36","NY","3600001","Capital/Northern New York nonmetropolitan area","033","Franklin County"
"36","NY","3600001","Capital/Northern New York nonmetropolitan area","035","Fulton County"
"36","NY","3600004","Southwest New York nonmetropolitan area","037","Genesee County"
"36","NY","3600006","Central East New York nonmetropolitan area","039","Greene County"
"36","NY","3600001","Capital/Northern New York nonmetropolitan area","041","Hamilton County"
"36","NY","46540","Utica-Rome, NY","043","Herkimer County"
"36","NY","48060","Watertown-Fort Drum, NY","045","Jefferson County"
"36","NY","35620","New York-Newark-Jersey City, NY-NJ","047","Kings County"
"36","NY","3600001","Capital/Northern New York nonmetropolitan area","049","Lewis County"
"36","NY","40380","Rochester, NY","051","Livingston County"
"36","NY","45060","Syracuse, NY","053","Madison County"
"36","NY","40380","Rochester, NY","055","Monroe County"
"36","NY","3600001","Capital/Northern New York nonmetropolitan area","057","Montgomery County"
"36","NY","35620","New York-Newark-Jersey City, NY-NJ","059","Nassau County"
"36","NY","35620","New York-Newark-Jersey City, NY-NJ","061","New York County"
"36","NY","15380","Buffalo-Cheektowaga, NY","063","Niagara County"
"36","NY","46540","Utica-Rome, NY","065","Oneida County"
"36","NY","45060","Syracuse, NY","067","Onondaga County"
"36","NY","40380","Rochester, NY","069","Ontario County"
"36","NY","28880","Kiryas Joel-Poughkeepsie-Newburgh, NY","071","Orange County"
"36","NY","40380","Rochester, NY","073","Orleans County"
"36","NY","45060","Syracuse, NY","075","Oswego County"
"36","NY","3600006","Central East New York nonmetropolitan area","077","Otsego County"
"36","NY","35620","New York-Newark-Jersey City, NY-NJ","079","Putnam County"
"36","NY","35620","New York-Newark-Jersey City, NY-NJ","081","Queens County"
"36","NY","10580","Albany-Schenectady-Troy, NY","083","Rensselaer County"
"36","NY","35620","New York-Newark-Jersey City, NY-NJ","085","Richmond County"
"36","NY","35620","New York-Newark-Jersey City, NY-NJ","087","Rockland County"
"36","NY","3600001","Capital/Northern New York nonmetropolitan area","089","St. Lawrence County"
"36","NY","10580","Albany-Schenectady-Troy, NY","091","Saratoga County"
"36","NY","10580","Albany-Schenectady-Troy, NY","093","Schenectady County"
"36","NY","10580","Albany-Schenectady-Troy, NY","095","Schoharie County"
"36","NY","3600004","Southwest New York nonmetropolitan area","097","Schuyler County"
"36","NY","3600004","Southwest New York nonmetropolitan area","099","Seneca County"
"36","NY","3600004","Southwest New York nonmetropolitan area","101","Steuben County"
"36","NY","35620","New York-Newark-Jersey City, NY-NJ","103","Suffolk County"
"36","NY","3600006","Central East New York nonmetropolitan area","105","Sullivan County"
"36","NY","13780","Binghamton, NY","107","Tioga County"
"36","NY","27060","Ithaca, NY","109","Tompkins County"
"36","NY","28740","Kingston, NY","111","Ulster County"
"36","NY","24020","Glens Falls, NY","113","Warren County"
"36","NY","24020","Glens Falls, NY","115","Washington County"
"36","NY","40380","Rochester, NY","117","Wayne County"
"36","NY","35620","New York-Newark-Jersey City, NY-NJ","119","Westchester County"
"36","NY","3600004","Southwest New York nonmetropolitan area","121","Wyoming County"
"36","NY","3600004","Southwest New York nonmetropolitan area","123","Yates County"
"37","NC","15500","Burlington, NC","001","Alamance County"
"37","NC","25860","Hickory-Lenoir-Morganton, NC","003","Alexander County"
"37","NC","3700003","Western North Carolina nonmetropolitan area","005","Alleghany County"
"37","NC","16740","Charlotte-Concord-Gastonia, NC-SC","007","Anson County"
"37","NC","3700003","Western North Carolina nonmetropolitan area","009","Ashe County"
"37","NC","3700003","Western North Carolina nonmetropolitan area","011","Avery County"
"37","NC","3700001","Eastern North Carolina nonmetropolitan area","013","Beaufort County"
"37","NC","3700001","Eastern North Carolina nonmetropolitan area","015","Bertie County"
"37","NC","3700002","Central North Carolina nonmetropolitan area","017","Bladen County"
"37","NC","48900","Wilmington, NC","019","Brunswick County"
"37","NC","11700","Asheville, NC","021","Buncombe County"
"37","NC","25860","Hickory-Lenoir-Morganton, NC","023","Burke County"
"37","NC","16740","Charlotte-Concord-Gastonia, NC-SC","025","Cabarrus County"
"37","NC","25860","Hickory-Lenoir-Morganton, NC","027","Caldwell County"
"37","NC","47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","029","Camden County"
"37","NC","3700001","Eastern North Carolina nonmetropolitan area","031","Carteret County"
"37","NC","3700002","Central North Carolina nonmetropolitan area","033","Caswell County"
"37","NC","25860","Hickory-Lenoir-Morganton, NC","035","Catawba County"
"37","NC","20500","Durham-Chapel Hill, NC","037","Chatham County"
"37","NC","3700003","Western North Carolina nonmetropolitan area","039","Cherokee County"
"37","NC","3700001","Eastern North Carolina nonmetropolitan area","041","Chowan County"
"37","NC","3700003","Western North Carolina nonmetropolitan area","043","Clay County"
"37","NC","3700003","Western North Carolina nonmetropolitan area","045","Cleveland County"
"37","NC","3700002","Central North Carolina nonmetropolitan area","047","Columbus County"
"37","NC","3700001","Eastern North Carolina nonmetropolitan area","049","Craven County"
"37","NC","22180","Fayetteville, NC","051","Cumberland County"
"37","NC","47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","053","Currituck County"
"37","NC","3700001","Eastern North Carolina nonmetropolitan area","055","Dare County"
"37","NC","49180","Winston-Salem, NC","057","Davidson County"
"37","NC","49180","Winston-Salem, NC","059","Davie County"
"37","NC","3700001","Eastern North Carolina nonmetropolitan area","061","Duplin County"
"37","NC","20500","Durham-Chapel Hill, NC","063","Durham County"
"37","NC","40580","Rocky Mount, NC","065","Edgecombe County"
"37","NC","49180","Winston-Salem, NC","067","Forsyth County"
"37","NC","39580","Raleigh-Cary, NC","069","Franklin County"
"37","NC","16740","Charlotte-Concord-Gastonia, NC-SC","071","Gaston County"
"37","NC","47260","Virginia Beach-Chesapeake-Norfolk, VA-NC","073","Gates County"
"37","NC","3700003","Western North Carolina nonmetropolitan area","075","Graham County"
"37","NC","3700002","Central North Carolina nonmetropolitan area","077","Granville County"
"37","NC","3700001","Eastern North Carolina nonmetropolitan area","079","Greene County"
"37","NC","24660","Greensboro-High Point, NC","081","Guilford County"
"37","NC","3700001","Eastern North Carolina nonmetropolitan area","083","Halifax County"
"37","NC","3700002","Central North Carolina nonmetropolitan area","085","Harnett County"
"37","NC","3700003","Western North Carolina nonmetropolitan area","087","Haywood County"
"37","NC","11700","Asheville, NC","089","Henderson County"
"37","NC","3700001","Eastern North Carolina nonmetropolitan area","091","Hertford County"
"37","NC","22180","Fayetteville, NC","093","Hoke County"
"37","NC","3700001","Eastern North Carolina nonmetropolitan area","095","Hyde County"
"37","NC","16740","Charlotte-Concord-Gastonia, NC-SC","097","Iredell County"
"37","NC","3700003","Western North Carolina nonmetropolitan area","099","Jackson County"
"37","NC","39580","Raleigh-Cary, NC","101","Johnston County"
"37","NC","3700001","Eastern North Carolina nonmetropolitan area","103","Jones County"
"37","NC","3700002","Central North Carolina nonmetropolitan area","105","Lee County"
"37","NC","3700001","Eastern North Carolina nonmetropolitan area","107","Lenoir County"
"37","NC","16740","Charlotte-Concord-Gastonia, NC-SC","109","Lincoln County"
"37","NC","3700003","Western North Carolina nonmetropolitan area","111","McDowell County"
"37","NC","3700003","Western North Carolina nonmetropolitan area","113","Macon County"
"37","NC","11700","Asheville, NC","115","Madison County"
"37","NC","3700001","Eastern North Carolina nonmetropolitan area","117","Martin County"
"37","NC","16740","Charlotte-Concord-Gastonia, NC-SC","119","Mecklenburg County"
"37","NC","3700003","Western North Carolina nonmetropolitan area","121","Mitchell County"
"37","NC","3700002","Central North Carolina nonmetropolitan area","123","Montgomery County"
"37","NC","38240","Pinehurst-Southern Pines, NC","125","Moore County"
"37","NC","40580","Rocky Mount, NC","127","Nash County"
"37","NC","48900","Wilmington, NC","129","New Hanover County"
"37","NC","3700001","Eastern North Carolina nonmetropolitan area","131","Northampton County"
"37","NC","27340","Jacksonville, NC","133","Onslow County"
"37","NC","20500","Durham-Chapel Hill, NC","135","Orange County"
"37","NC","3700001","Eastern North Carolina nonmetropolitan area","137","Pamlico County"
"37","NC","3700001","Eastern North Carolina nonmetropolitan area","139","Pasquotank County"
"37","NC","48900","Wilmington, NC","141","Pender County"
"37","NC","3700001","Eastern North Carolina nonmetropolitan area","143","Perquimans County"
"37","NC","20500","Durham-Chapel Hill, NC","145","Person County"
"37","NC","24780","Greenville, NC","147","Pitt County"
"37","NC","3700003","Western North Carolina nonmetropolitan area","149","Polk County"
"37","NC","24660","Greensboro-High Point, NC","151","Randolph County"
"37","NC","3700002","Central North Carolina nonmetropolitan area","153","Richmond County"
"37","NC","3700002","Central North Carolina nonmetropolitan area","155","Robeson County"
"37","NC","24660","Greensboro-High Point, NC","157","Rockingham County"
"37","NC","16740","Charlotte-Concord-Gastonia, NC-SC","159","Rowan County"
"37","NC","3700003","Western North Carolina nonmetropolitan area","161","Rutherford County"
"37","NC","3700002","Central North Carolina nonmetropolitan area","163","Sampson County"
"37","NC","3700002","Central North Carolina nonmetropolitan area","165","Scotland County"
"37","NC","3700002","Central North Carolina nonmetropolitan area","167","Stanly County"
"37","NC","49180","Winston-Salem, NC","169","Stokes County"
"37","NC","3700003","Western North Carolina nonmetropolitan area","171","Surry County"
"37","NC","3700003","Western North Carolina nonmetropolitan area","173","Swain County"
"37","NC","3700003","Western North Carolina nonmetropolitan area","175","Transylvania County"
"37","NC","3700001","Eastern North Carolina nonmetropolitan area","177","Tyrrell County"
"37","NC","16740","Charlotte-Concord-Gastonia, NC-SC","179","Union County"
"37","NC","3700002","Central North Carolina nonmetropolitan area","181","Vance County"
"37","NC","39580","Raleigh-Cary, NC","183","Wake County"
"37","NC","3700002","Central North Carolina nonmetropolitan area","185","Warren County"
"37","NC","3700001","Eastern North Carolina nonmetropolitan area","187","Washington County"
"37","NC","3700003","Western North Carolina nonmetropolitan area","189","Watauga County"
"37","NC","24140","Goldsboro, NC","191","Wayne County"
"37","NC","3700003","Western North Carolina nonmetropolitan area","193","Wilkes County"
"37","NC","3700001","Eastern North Carolina nonmetropolitan area","195","Wilson County"
"37","NC","49180","Winston-Salem, NC","197","Yadkin County"
"37","NC","3700003","Western North Carolina nonmetropolitan area","199","Yancey County"
"38","ND","3800006","West North Dakota nonmetropolitan area","001","Adams County"
"38","ND","3800007","East North Dakota nonmetropolitan area","003","Barnes County"
"38","ND","3800007","East North Dakota nonmetropolitan area","005","Benson County"
"38","ND","3800006","West North Dakota nonmetropolitan area","007","Billings County"
"38","ND","3800006","West North Dakota nonmetropolitan area","009","Bottineau County"
"38","ND","3800006","West North Dakota nonmetropolitan area","011","Bowman County"
"38","ND","3800006","West North Dakota nonmetropolitan area","013","Burke County"
"38","ND","13900","Bismarck, ND","015","Burleigh County"
"38","ND","22020","Fargo, ND-MN","017","Cass County"
"38","ND","3800007","East North Dakota nonmetropolitan area","019","Cavalier County"
"38","ND","3800007","East North Dakota nonmetropolitan area","021","Dickey County"
"38","ND","3800006","West North Dakota nonmetropolitan area","023","Divide County"
"38","ND","3800006","West North Dakota nonmetropolitan area","025","Dunn County"
"38","ND","3800007","East North Dakota nonmetropolitan area","027","Eddy County"
"38","ND","3800006","West North Dakota nonmetropolitan area","029","Emmons County"
"38","ND","3800007","East North Dakota nonmetropolitan area","031","Foster County"
"38","ND","3800006","West North Dakota nonmetropolitan area","033","Golden Valley County"
"38","ND","24220","Grand Forks, ND-MN","035","Grand Forks County"
"38","ND","3800006","West North Dakota nonmetropolitan area","037","Grant County"
"38","ND","3800007","East North Dakota nonmetropolitan area","039","Griggs County"
"38","ND","3800006","West North Dakota nonmetropolitan area","041","Hettinger County"
"38","ND","3800006","West North Dakota nonmetropolitan area","043","Kidder County"
"38","ND","3800007","East North Dakota nonmetropolitan area","045","LaMoure County"
"38","ND","3800007","East North Dakota nonmetropolitan area","047","Logan County"
"38","ND","33500","Minot, ND","049","McHenry County"
"38","ND","3800007","East North Dakota nonmetropolitan area","051","McIntosh County"
"38","ND","3800006","West North Dakota nonmetropolitan area","053","McKenzie County"
"38","ND","3800006","West North Dakota nonmetropolitan area","055","McLean County"
"38","ND","3800006","West North Dakota nonmetropolitan area","057","Mercer County"
"38","ND","13900","Bismarck, ND","059","Morton County"
"38","ND","3800006","West North Dakota nonmetropolitan area","061","Mountrail County"
"38","ND","3800007","East North Dakota nonmetropolitan area","063","Nelson County"
"38","ND","13900","Bismarck, ND","065","Oliver County"
"38","ND","3800007","East North Dakota nonmetropolitan area","067","Pembina County"
"38","ND","3800006","West North Dakota nonmetropolitan area","069","Pierce County"
"38","ND","3800007","East North Dakota nonmetropolitan area","071","Ramsey County"
"38","ND","3800007","East North Dakota nonmetropolitan area","073","Ransom County"
"38","ND","33500","Minot, ND","075","Renville County"
"38","ND","3800007","East North Dakota nonmetropolitan area","077","Richland County"
"38","ND","3800007","East North Dakota nonmetropolitan area","079","Rolette County"
"38","ND","3800007","East North Dakota nonmetropolitan area","081","Sargent County"
"38","ND","3800006","West North Dakota nonmetropolitan area","083","Sheridan County"
"38","ND","3800006","West North Dakota nonmetropolitan area","085","Sioux County"
"38","ND","3800006","West North Dakota nonmetropolitan area","087","Slope County"
"38","ND","3800006","West North Dakota nonmetropolitan area","089","Stark County"
"38","ND","3800007","East North Dakota nonmetropolitan area","091","Steele County"
"38","ND","3800007","East North Dakota nonmetropolitan area","093","Stutsman County"
"38","ND","3800007","East North Dakota nonmetropolitan area","095","Towner County"
"38","ND","3800007","East North Dakota nonmetropolitan area","097","Traill County"
"38","ND","3800007","East North Dakota nonmetropolitan area","099","Walsh County"
"38","ND","33500","Minot, ND","101","Ward County"
"38","ND","3800007","East North Dakota nonmetropolitan area","103","Wells County"
"38","ND","3800006","West North Dakota nonmetropolitan area","105","Williams County"
"39","OH","3900004","Southern Ohio nonmetropolitan area","001","Adams County"
"39","OH","30620","Lima, OH","003","Allen County"
"39","OH","3900002","North Northeastern Ohio nonmetropolitan area (noncontiguous)","005","Ashland County"
"39","OH","17410","Cleveland, OH","007","Ashtabula County"
"39","OH","3900004","Southern Ohio nonmetropolitan area","009","Athens County"
"39","OH","3900001","West Northwestern Ohio nonmetropolitan area","011","Auglaize County"
"39","OH","48540","Wheeling, WV-OH","013","Belmont County"
"39","OH","17140","Cincinnati, OH-KY-IN","015","Brown County"
"39","OH","17140","Cincinnati, OH-KY-IN","017","Butler County"
"39","OH","15940","Canton-Massillon, OH","019","Carroll County"
"39","OH","3900001","West Northwestern Ohio nonmetropolitan area","021","Champaign County"
"39","OH","44220","Springfield, OH","023","Clark County"
"39","OH","17140","Cincinnati, OH-KY-IN","025","Clermont County"
"39","OH","3900004","Southern Ohio nonmetropolitan area","027","Clinton County"
"39","OH","3900002","North Northeastern Ohio nonmetropolitan area (noncontiguous)","029","Columbiana County"
"39","OH","3900003","Eastern Ohio nonmetropolitan area","031","Coshocton County"
